Name,Pos,PosSimple,Gm,G,A1,A2,P,iHSC,iSC,iCF,C+ -,F+ -,G+ -,CF,FF,ZSO,ZSD,AB,FO_W,FO_L,HIT,HIT-,PN,PN-,TOI,Salary,Age,CF60,CA60,CP60,FF60,FA60,FP60,SF60,SA60,BK,MS,SH,SF,GF,SA,GA,FA,CA,SCF,SCA,ShotAttempts,Goals,Assists,ScoringChances,ShotsOnGoal,OddmanRushes,DirectGoals,ReboundsGeneratedFromAttempts,AttemptsWith0Assists,AttemptsWith1Assists,AttemptsWith2Assists,AttemptsWith3Assists,DirectGoalsWith0Assists,DirectGoalsWith1Assists,DirectGoalsWith2Assists,DirectGoalsWith3Assists,ReboundAttempts,ReboundsOnGoal,ReboundGoalsScored,A1OnAttempts,A1OnScoringChances,A1OnShotsOnGoal,A1OnOddmanRushes,A1OnDirectGoals,A2OnAttempts,A2OnScoringChances,A2OnShotsOnGoal,A2OnOddmanRushes,A2OnDirectGoals,A3OnAttempts,A3OnScoringChances,A3OnShotsOnGoal,A3OnOddmanRushes,A3OnDirectGoals
Jori Lehtera,C,F,14,3,1,2,6,11,17,26,20,12,7,183,134,64,67,6,71,92,4,12,1,2,185.5,2.25,27,59.19137466,52.72237197,111.9137466,43.34231806,39.46091644,82.8032345,33.96226415,29.43396226,5,3,15,105,11,91,4,122,163,81,61,19,3,2,13,9,2,2,3,1,10,4,4,0,0,1,1,3,3,1,21,9,11,0,1,17,6,7,1,1,8,6,5,0,2
Joseph Blandisi,RC,F,11,1,0,1,2,6,11,18,-3,1,-2,120,90,33,30,3,3,12,15,12,1,2,141.4,0.665,21,50.91937765,52.19236209,103.1117397,38.18953324,37.76520509,75.95473833,28.00565771,27.15700141,3,5,9,66,3,64,5,89,123,54,65,7,1,1,2,3,0,1,0,0,2,4,1,0,0,1,0,2,2,0,26,7,9,0,0,11,1,9,0,1,3,1,2,0,0
Joseph Morrow,D,D,9,0,0,0,0,0,5,19,-17,-24,-4,116,85,44,48,9,0,0,7,14,1,1,134.1,0.833,22,51.901566,59.50782998,111.409396,38.03131991,48.76957494,86.80089485,27.29306488,34.00447427,10,1,8,61,3,76,7,109,133,66,72,8,0,0,1,4,0,0,1,0,3,3,2,0,0,0,0,0,0,0,6,2,3,0,0,4,1,2,0,0,2,1,2,0,0
Josh Bailey,RL,F,6,1,1,1,3,4,7,12,15,1,0,86,59,17,25,1,1,1,4,8,1,1,81.9,3.5,25,63.003663,52.01465201,115.018315,43.22344322,42.49084249,85.71428571,31.5018315,32.96703297,2,3,6,43,3,45,3,58,71,40,39,8,1,1,4,3,0,1,0,0,2,2,4,0,0,0,1,1,1,0,11,6,8,1,0,12,2,6,0,1,2,1,1,0,0
Josh Gorges,D,D,13,0,0,4,4,0,5,27,-31,-34,2,187,139,53,79,19,0,0,22,25,4,1,225.2,3.9,31,49.82238011,58.08170515,107.9040853,37.03374778,46.09236234,83.12611012,26.90941385,31.97158082,10,8,9,101,7,120,5,173,218,83,96,22,0,1,0,7,0,0,0,0,11,7,4,0,0,0,0,0,0,0,13,1,7,0,0,17,6,10,0,1,3,0,2,0,0
Josh Jooris,CR,F,9,0,0,0,0,5,9,15,-13,-5,-3,62,46,23,29,2,14,13,7,9,2,1,89.8,0.975,25,41.42538976,50.11135857,91.53674833,30.73496659,34.07572383,64.81069042,23.38530067,26.72605791,6,1,8,35,0,40,3,51,75,30,30,9,0,0,5,5,0,0,2,0,1,4,4,0,0,0,0,3,3,0,8,3,5,0,0,4,1,1,0,0,0,0,0,0,0
Josh Leivo,RL,F,1,0,0,0,0,0,0,0,-1,-3,0,3,1,2,1,0,0,0,0,0,0,0,6.4,0.843,22,28.125,37.5,65.625,9.375,37.5,46.875,9.375,28.125,0,0,0,1,0,3,0,4,4,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Josh Manson,D,D,6,0,0,0,0,1,2,12,21,13,0,84,62,33,29,1,0,0,15,7,1,1,91.5,0.925,23,55.08196721,41.31147541,96.39344262,40.6557377,32.13114754,72.78688525,30.81967213,22.95081967,5,3,4,47,2,35,2,49,63,29,34,6,0,0,0,1,0,0,1,0,2,4,0,0,0,0,0,1,1,0,9,4,6,0,0,8,1,5,0,0,2,1,1,0,0
Jujhar Khaira,LC,F,2,0,0,0,0,2,5,7,-3,1,-1,15,12,4,9,1,0,0,6,1,0,0,19.5,0.925,21,46.15384615,55.38461538,101.5384615,36.92307692,33.84615385,70.76923077,27.69230769,24.61538462,2,2,3,9,0,8,1,11,18,7,6,3,0,0,1,1,0,0,0,0,2,0,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,0,0,0,2,0,1,0,0
Jussi Jokinen,C,F,17,1,4,2,7,9,16,38,22,25,6,179,140,66,67,10,5,2,12,6,2,0,195,4,32,55.07692308,48.30769231,103.3846154,43.07692308,35.38461538,78.46153846,32,24.61538462,9,11,17,104,8,80,2,115,157,83,58,20,0,1,7,7,1,0,0,0,13,5,2,0,0,0,0,0,0,0,43,16,22,1,1,17,3,8,1,0,6,1,3,0,0
Justin Abdelkader,RL,F,17,2,1,3,6,11,21,33,2,-11,3,184,139,67,59,5,0,0,44,21,5,5,227.1,2.25,28,48.61294584,48.08454425,96.69749009,36.72391017,39.63011889,76.35402906,27.47688243,30.38309115,2,6,23,104,10,115,7,150,182,94,94,27,2,2,14,20,2,2,1,0,10,13,4,0,1,1,0,2,1,0,25,8,17,0,0,12,3,10,0,2,0,0,0,0,0
Justin Braun,D,D,20,0,3,3,6,2,9,52,56,50,4,323,249,89,109,21,0,0,20,37,3,1,349.7,3.8,28,55.41893051,45.81069488,101.2296254,42.72233343,34.14355162,76.86588504,32.25621962,24.36374035,19,9,24,188,17,142,13,199,267,157,122,53,0,5,1,26,0,0,1,0,27,17,9,0,0,0,0,0,0,0,39,12,20,0,3,15,4,11,1,2,12,7,7,1,1
Justin Falk,D,D,2,0,0,0,0,0,1,1,-2,0,2,22,17,9,7,2,0,0,4,3,0,1,21.7,0.6,26,60.82949309,66.359447,127.1889401,47.00460829,47.00460829,94.00921659,30.41474654,33.1797235,1,0,0,11,3,12,1,17,24,10,14,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,2,0,1,0,0,2,1,1,0,0,2,1,1,1,0
Justin Faulk,D,D,15,2,2,1,5,3,18,72,60,49,-1,291,218,84,83,19,0,0,20,7,1,2,270.9,3.5,23,64.45182724,51.1627907,115.6146179,48.28349945,37.43078627,85.71428571,33.66555925,27.02104097,28,13,29,152,11,122,12,169,231,123,122,52,2,3,3,20,0,2,3,0,20,23,9,0,0,0,2,0,0,0,24,5,14,1,3,23,6,15,0,0,8,2,5,0,1
Justin Fontaine,R,F,7,1,1,1,3,3,8,12,-10,-4,6,67,53,28,17,0,0,0,1,6,1,1,77.2,1.05,27,52.07253886,59.84455959,111.9170984,41.19170984,44.30051813,85.49222798,31.0880829,27.97927461,3,4,4,40,7,36,1,57,77,25,32,13,1,3,9,4,2,1,0,0,6,5,2,0,1,0,0,0,0,0,10,3,4,1,1,4,2,3,1,2,0,0,0,0,0
Justin Schultz,D,D,16,1,0,1,2,8,15,36,-38,-31,-6,207,146,63,77,23,0,0,11,22,2,2,249,3.9,25,49.87951807,59.03614458,108.9156627,35.18072289,42.65060241,77.8313253,24.81927711,30.84337349,13,6,16,103,8,128,14,177,245,90,119,35,0,0,8,16,0,0,1,0,16,15,4,0,0,0,0,1,0,0,22,4,11,0,0,13,2,6,0,0,7,2,5,0,0
Justin Williams,R,F,29,6,3,1,10,24,61,89,51,34,7,364,273,113,95,10,5,2,15,32,2,4,369.8,3.25,33,59.05895078,50.78420768,109.8431585,44.29421309,38.77771769,83.07193077,33.26122228,27.42022715,16,15,52,205,20,169,13,239,313,190,182,56,5,4,24,36,0,3,5,0,26,16,14,0,1,1,1,4,3,2,77,19,36,0,2,46,16,30,0,2,12,5,8,0,2
Jyrki Jokipakka,D,D,18,2,3,0,5,1,9,27,5,-7,7,235,167,81,74,14,0,0,23,30,2,1,251,0.9,24,56.1752988,54.98007968,111.1553785,39.92031873,41.5936255,81.51394422,27.25099602,27.25099602,10,7,8,114,14,114,7,174,230,133,109,23,1,2,0,7,0,1,3,0,15,5,3,0,0,1,0,0,0,0,20,4,8,0,2,14,3,3,1,0,4,1,2,1,0
Karl Alzner,D,D,29,1,2,2,5,2,17,50,-12,14,6,446,338,130,173,56,0,0,35,51,4,0,502.2,2.8,26,53.28554361,54.71923536,108.004779,40.3823178,38.70967742,79.09199522,27.71804062,26.88172043,16,11,22,232,19,225,13,324,458,244,205,48,2,3,7,19,0,2,0,0,24,13,11,0,1,1,0,1,0,0,35,10,17,1,2,29,5,14,0,1,13,4,7,0,0
Keith Yandle,D,D,15,0,4,2,6,2,8,36,36,19,4,223,167,121,54,10,0,0,10,6,0,0,242,5.75,29,55.2892562,46.36363636,101.6528926,41.40495868,36.69421488,78.09917355,31.23966942,27.02479339,14,9,13,126,11,109,7,148,187,103,85,27,0,6,3,10,0,0,1,0,17,8,2,0,0,0,0,0,0,0,23,11,12,0,4,12,5,7,0,2,10,3,6,0,0
Kerby Rychel,L,F,3,0,0,0,0,2,2,3,-5,-6,-1,11,8,6,4,0,0,0,3,4,0,0,22.5,0.925,20,29.33333333,42.66666667,72,21.33333333,37.33333333,58.66666667,21.33333333,24,1,0,2,8,0,9,1,14,16,5,7,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,1,0,0,2,0,1,0,0,0,0,0,0,0
Kevan Miller,D,D,19,0,1,2,3,1,7,43,-1,3,-1,283,220,107,106,19,0,0,36,47,3,1,305,0.85,27,55.67213115,55.86885246,111.5409836,43.27868852,42.68852459,85.96721311,32.85245902,29.90163934,13,7,23,167,12,152,13,217,284,137,146,33,0,2,1,13,0,0,3,0,20,12,1,0,0,0,0,0,0,0,32,4,12,0,1,11,2,7,1,1,5,1,4,0,0
Kevin Bieksa,D,D,9,0,3,0,3,0,3,23,37,40,4,176,137,50,50,10,0,0,17,11,3,0,161,2.5,34,65.59006211,51.80124224,117.3913043,51.05590062,36.14906832,87.20496894,37.26708075,29.44099379,10,7,6,100,6,79,2,97,139,75,63,13,0,0,2,3,0,0,0,0,5,5,3,0,0,0,0,0,0,0,16,2,11,0,0,10,6,5,0,0,2,0,1,0,0
Kevin Connauton,D,D,10,1,0,1,2,0,2,26,16,9,-1,131,101,35,30,5,0,0,7,12,0,0,131.1,0.8,25,59.95423341,52.63157895,112.5858124,46.22425629,42.10526316,88.32951945,33.86727689,34.32494279,6,5,14,74,6,75,7,92,115,63,60,26,1,0,1,11,0,1,2,0,11,9,6,0,0,1,0,0,0,0,6,2,2,0,0,7,2,5,0,0,1,0,1,0,0
Kevin Fiala,LR,F,2,1,0,0,1,2,5,9,15,10,0,39,27,16,2,1,0,0,2,1,0,0,29.9,0.925,19,78.26086957,48.16053512,126.4214047,54.18060201,34.11371237,88.29431438,38.1270903,26.08695652,3,2,3,19,1,13,1,17,24,18,13,6,0,0,3,3,0,0,1,0,2,2,2,0,0,0,0,0,0,0,7,4,4,0,0,2,1,1,0,0,2,2,1,0,0
Kevin Hayes,C,F,14,2,4,2,8,17,22,36,-11,0,2,124,101,50,34,3,22,48,8,10,2,0,158.4,0.9,23,46.96969697,51.13636364,98.10606061,38.25757576,38.25757576,76.51515152,31.06060606,26.89393939,3,10,21,82,8,71,6,101,135,61,63,25,2,4,15,15,3,2,3,0,12,8,5,0,1,0,1,1,0,0,22,9,17,0,2,7,4,5,0,2,2,1,2,0,0
Kevin Klein,D,D,14,2,0,3,5,1,5,26,7,21,7,204,152,60,80,21,0,0,21,18,1,2,236.6,3,30,51.7328825,49.95773457,101.6906171,38.54606932,33.22062553,71.76669484,30.17751479,23.33051564,11,1,12,119,11,92,4,131,197,85,78,19,2,1,5,10,1,2,0,0,10,5,4,0,2,0,0,0,0,0,16,4,10,1,0,6,1,3,0,1,8,3,3,1,2
Kevin Porter,C,F,7,0,0,0,0,2,5,6,-13,-4,-2,45,34,10,24,6,1,1,18,8,0,0,58.7,0.575,29,45.99659284,59.28449744,105.2810903,34.75298126,38.84156729,73.59454855,21.46507666,26.5758092,0,3,3,21,0,26,2,38,58,23,35,3,0,0,3,2,0,0,1,0,0,1,2,0,0,0,0,0,0,0,9,3,4,0,0,6,2,3,0,0,3,0,0,0,0
Kevin Shattenkirk,D,D,9,0,2,0,2,2,11,31,25,26,0,145,111,51,50,8,0,0,11,8,1,1,150.3,4.3,26,57.88423154,47.90419162,105.7884232,44.31137725,33.93213573,78.24351297,35.52894212,26.74650699,10,2,19,89,7,67,7,85,120,67,55,22,0,2,4,10,0,0,1,0,10,8,4,0,0,0,0,2,2,0,17,8,9,0,2,12,6,5,0,0,7,4,3,0,1
Klas Dahlbeck,D,D,7,1,0,1,2,0,2,6,-32,-26,-2,57,43,23,28,4,0,0,21,3,0,0,93.1,0.605,24,36.73469388,57.35767991,94.09237379,27.71213749,44.46831364,72.18045113,19.97851772,27.71213749,2,0,3,31,2,43,4,69,89,32,48,7,1,0,1,4,0,1,0,0,2,2,3,0,0,0,1,0,0,0,4,0,2,0,0,4,1,2,0,0,0,0,0,0,0
Korbinian Holzer,D,D,3,0,0,0,0,0,0,6,1,3,0,36,27,11,8,4,0,0,6,5,0,0,39.7,0.75,27,54.40806045,52.89672544,107.3047859,40.80604534,36.2720403,77.07808564,28.71536524,24.1813602,4,1,1,19,0,16,0,24,35,12,13,6,0,0,0,1,0,0,0,0,4,1,1,0,0,0,0,0,0,0,2,1,2,0,0,2,0,2,0,0,0,0,0,0,0
Kris Letang,D,D,10,3,0,1,4,0,12,41,9,7,-1,182,132,77,58,15,0,0,17,17,5,1,190.7,7.25,28,57.26271631,54.43104352,111.6937598,41.53120084,39.32878867,80.85998951,31.77766125,27.68746723,17,2,19,101,5,88,6,125,173,91,81,33,2,1,3,17,0,2,0,0,14,9,10,0,1,1,0,1,0,0,30,5,17,0,0,18,4,11,0,1,8,4,6,0,0
Kris Russell,D,D,13,0,1,2,3,3,12,26,-85,-42,0,185,138,69,77,48,0,0,7,14,1,0,244.1,2.6,28,45.47316673,66.36624334,111.8394101,33.92052438,44.24416223,78.1646866,22.36788202,32.19991807,6,10,10,91,10,131,10,180,270,103,144,23,0,0,1,5,1,0,1,0,10,9,4,0,0,0,0,3,2,0,20,7,7,0,0,11,3,4,0,0,9,4,4,0,1
Kris Versteeg,LR,F,15,1,4,3,8,9,27,49,64,34,1,228,167,72,55,6,1,1,5,19,1,4,216.4,4.7,29,63.21626617,45.47134935,108.6876155,46.30314233,36.87615527,83.1792976,29.11275416,24.67652495,11,14,23,105,10,89,9,133,164,91,87,33,1,4,9,21,0,1,0,0,12,16,5,0,0,1,0,1,1,0,64,11,28,0,2,23,7,10,0,2,7,2,3,0,0
Kurtis Gabriel,R,F,1,0,0,0,0,0,1,1,-4,-2,0,2,2,3,3,0,0,0,1,1,0,0,5.7,0.65,22,21.05263158,63.15789474,84.21052632,21.05263158,42.10526316,63.15789474,21.05263158,42.10526316,0,0,1,2,0,4,0,4,6,2,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kyle Baun,F,F,2,0,0,0,0,0,0,1,-6,-8,-2,13,10,4,1,0,0,0,3,9,0,0,19.6,0.792,23,39.79591837,58.16326531,97.95918367,30.6122449,55.10204082,85.71428571,15.30612245,42.85714286,0,0,1,5,0,14,2,18,19,4,10,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,0,1,0,0,1,1,0,0,0,1,1,0,0,0
Kyle Brodziak,C,F,12,2,0,0,2,3,6,13,-1,2,0,81,54,19,67,2,55,46,12,5,0,1,110.9,0.9,31,43.8232642,44.36429216,88.18755636,29.21550947,28.13345356,57.34896303,20.55906222,21.64111812,3,3,5,38,4,40,4,52,82,26,41,12,2,0,5,7,1,2,1,1,5,6,0,0,0,2,0,1,1,0,13,3,4,0,0,5,0,2,0,0,2,2,2,0,0
Kyle Chipchura,C,F,8,0,1,0,1,2,6,9,-7,-9,1,66,48,20,16,1,9,12,7,6,1,0,79.3,0.95,29,49.9369483,55.2332913,105.1702396,36.31778058,43.12736444,79.44514502,25.72509458,28.75157629,3,3,3,34,4,38,3,57,73,33,43,5,0,1,1,1,0,0,0,0,4,1,0,0,0,0,0,0,0,0,19,6,11,0,1,9,4,6,0,0,1,0,1,0,0
Kyle Clifford,L,F,9,0,2,1,3,5,11,18,10,14,2,78,60,27,15,2,0,1,15,15,2,0,80.3,1.35,24,58.28144458,50.80946451,109.0909091,44.83188045,34.37110834,79.20298879,27.64632628,28.39352428,6,5,7,37,4,38,2,46,68,44,39,14,0,2,5,6,1,0,0,0,8,3,3,0,0,0,0,1,0,0,14,6,8,0,2,6,3,2,1,0,1,0,0,0,0
Kyle Okposo,R,F,6,1,1,1,3,7,18,33,18,6,-2,87,59,21,23,3,2,1,5,6,0,1,82.6,4.5,27,63.19612591,50.12106538,113.3171913,42.85714286,38.49878935,81.3559322,31.96125908,29.05569007,11,8,13,44,3,40,5,53,69,40,38,22,0,2,9,11,1,0,1,0,10,6,6,0,0,0,0,2,0,0,12,3,6,0,1,6,2,4,0,1,0,0,0,0,0
Kyle Palmieri,RL,F,50,10,4,2,16,35,71,128,-70,-42,5,476,356,187,228,20,4,7,73,72,8,17,680.8,1.6,24,41.9506463,48.11985899,90.07050529,31.37485311,35.07638073,66.45123384,24.1480611,26.70387779,28,29,61,274,19,303,14,398,546,237,266,91,8,6,30,43,2,7,0,0,51,26,14,0,4,1,2,2,1,1,75,27,43,3,3,40,10,19,2,3,7,3,3,0,0
Kyle Quincey,D,D,6,0,0,2,2,0,4,15,3,-2,2,76,58,25,28,3,0,0,6,3,0,0,92.2,4.25,30,49.45770065,47.50542299,96.96312364,37.74403471,39.04555315,76.78958785,30.5856833,26.68112798,4,0,11,47,7,41,5,60,73,40,40,11,0,1,0,7,0,0,1,0,6,5,0,0,0,0,0,0,0,0,3,1,0,0,0,5,3,2,0,1,0,0,0,0,0
Kyle Turris,C,F,13,2,3,1,6,8,19,30,-16,-16,1,175,131,73,61,6,92,91,10,10,2,3,192.2,3.5,26,54.63059313,59.62539022,114.2559834,40.89490114,45.88969823,86.78459938,29.6566077,32.46618106,8,5,15,95,9,104,8,147,191,77,86,23,2,4,8,15,2,2,0,0,13,7,3,0,2,0,0,1,1,0,27,3,16,0,4,19,5,12,1,0,9,5,6,0,2
Ladislav Smid,D,D,4,0,0,0,0,0,1,3,-2,0,-1,36,27,7,12,3,0,0,4,2,0,0,44.3,3.75,29,48.75846501,51.46726862,100.2257336,36.56884876,36.56884876,73.13769752,31.15124153,25.73363431,3,0,0,23,2,19,3,27,38,21,21,3,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,3,1,1,0,0,2,1,1,0,0,1,0,1,0,0
Lance Bouma,C,F,3,0,0,0,0,2,4,4,-16,-4,-1,23,21,8,12,1,0,0,10,3,0,0,31,2.1,25,44.51612903,75.48387097,120,40.64516129,48.38709677,89.03225806,29.03225806,38.70967742,0,1,3,15,1,20,2,25,39,17,16,4,0,0,3,2,0,0,0,0,4,0,0,0,0,0,0,0,0,0,2,2,0,0,0,1,0,0,0,0,0,0,0,0,0
Landon Ferraro,RC,F,17,0,1,0,1,10,21,28,-55,-40,-3,95,74,44,40,4,3,3,25,15,1,1,147.6,0.6,24,38.61788618,60.97560976,99.59349593,30.08130081,46.34146341,76.42276423,21.13821138,32.11382114,7,8,13,52,3,79,6,114,150,54,72,16,0,1,8,9,0,0,0,0,7,5,4,0,0,0,0,2,2,0,9,4,7,1,1,2,0,0,0,0,1,1,1,0,0
Lars Eller,CL,F,15,5,1,2,8,14,25,55,37,23,5,183,133,70,51,3,16,21,27,22,0,3,178.1,2.5,26,61.650758,49.18585065,110.8366086,44.8062886,37.05783268,81.86412128,29.30937675,28.97248737,16,11,23,87,10,86,5,110,146,80,61,35,5,4,19,21,0,3,2,0,14,16,5,0,1,1,1,3,2,2,32,12,12,0,1,16,7,7,0,3,7,2,2,0,0
Laurent Dauphin,C,F,1,0,0,0,0,0,2,3,2,-1,0,9,5,3,4,0,2,5,0,0,0,0,8.9,0.718,20,60.6741573,47.19101124,107.8651685,33.70786517,40.4494382,74.15730337,13.48314607,26.96629213,2,1,0,2,1,4,1,6,7,5,4,2,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,1,1,0,1
Lauri Korpikoski,LR,F,17,1,2,0,3,7,19,27,-51,-38,-5,143,102,42,60,13,3,3,25,25,2,2,187,2.7,29,45.88235294,62.2459893,108.1283422,32.72727273,44.9197861,77.64705882,24.06417112,35.29411765,6,4,16,75,3,110,8,140,194,75,89,18,0,1,8,11,0,0,1,0,10,6,2,0,0,0,0,3,3,0,10,5,5,0,1,6,4,3,0,0,0,0,0,0,0
Lee Stempniak,R,F,50,7,4,7,18,35,77,119,-68,-37,4,493,376,224,194,16,0,4,66,33,8,3,668.6,0.85,32,44.24169907,50.34400239,94.58570147,33.74214777,37.0625187,70.80466647,24.40921328,26.92192641,30,24,58,272,28,300,24,413,561,258,243,79,6,6,30,42,5,5,5,0,35,27,17,0,2,1,2,4,3,1,99,27,51,4,4,39,11,16,0,2,18,5,8,0,2
Leo Komarov,LR,F,23,5,1,1,7,22,47,60,93,57,2,354,261,128,91,5,8,7,93,19,4,4,316.6,2.95,28,67.08780796,49.46304485,116.5508528,49.46304485,38.66077069,88.12381554,32.40682249,27.85849653,8,17,30,171,10,147,8,204,261,196,121,41,5,2,27,21,2,4,0,0,14,17,10,0,1,2,1,3,2,1,54,22,31,3,1,33,11,16,1,1,6,3,0,0,0
Leon Draisaitl,CL,F,11,3,0,1,4,13,24,32,55,46,-4,186,137,62,51,4,57,68,8,6,1,2,162,0.925,19,68.88888889,48.51851852,117.4074074,50.74074074,33.7037037,84.44444444,35.92592593,26.2962963,7,7,15,97,5,71,9,91,131,86,68,25,3,2,16,17,0,3,1,0,9,9,7,0,0,1,2,0,0,0,41,15,23,0,0,19,6,14,0,2,4,1,3,0,0
Linden Vey,CR,F,1,0,0,0,0,0,1,1,2,3,0,8,8,1,3,0,1,2,0,1,0,0,12.1,1,24,39.66942149,29.75206612,69.4214876,39.66942149,24.79338843,64.46280992,29.75206612,14.87603306,0,0,1,6,0,3,0,5,6,6,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0
Logan Couture,C,F,6,1,1,0,2,8,12,21,25,16,0,80,59,20,14,2,28,28,3,9,0,1,73.3,6,26,65.48431105,45.02046385,110.5047749,48.2946794,35.19781719,83.49249659,32.74215553,22.91950887,3,4,13,40,2,28,2,43,55,46,23,17,1,0,6,10,0,1,3,0,10,5,2,0,1,0,0,1,1,0,16,8,8,2,0,10,4,7,0,0,3,1,0,0,0
Logan Shaw,R,F,9,0,1,1,2,4,10,19,-26,-20,2,61,52,23,37,2,0,0,11,10,0,2,103.2,0.693,22,35.46511628,50.58139535,86.04651163,30.23255814,41.86046512,72.09302326,22.6744186,27.3255814,4,4,11,39,4,47,2,72,87,30,31,12,0,0,6,6,1,0,1,0,8,3,1,0,0,0,0,0,0,0,6,1,3,1,0,2,2,1,0,0,0,0,0,0,0
Loui Eriksson,RL,F,21,7,0,2,9,14,33,50,12,7,-3,290,219,92,87,8,0,0,7,20,0,2,287.6,4.5,30,60.50069541,57.99721836,118.4979138,45.68845619,44.22809458,89.91655076,34.84005563,32.12795549,8,8,27,167,11,154,14,212,278,138,144,33,4,1,17,21,1,4,2,1,18,9,5,0,2,2,0,1,1,0,52,15,29,0,0,20,6,6,0,1,5,3,2,0,0
Luca Sbisa,D,D,10,0,0,0,0,1,4,21,-27,-26,-2,122,93,38,40,11,0,0,13,15,4,0,154.4,3.2,25,47.40932642,57.9015544,105.3108808,36.13989637,46.24352332,82.38341969,28.36787565,28.75647668,11,4,6,73,3,74,5,119,149,66,78,18,0,0,2,4,0,0,0,0,7,10,1,0,0,0,0,0,0,0,5,1,3,1,0,5,2,4,1,0,4,2,3,0,0
Luke Gazdic,L,F,9,0,0,0,0,4,4,4,-15,-10,-3,43,30,10,19,3,0,0,10,7,0,0,55.1,0.85,26,46.82395644,63.15789474,109.9818512,32.66787659,43.55716878,76.22504537,25.04537205,32.66787659,0,0,4,23,0,30,3,40,58,20,28,3,0,0,1,3,0,0,1,0,0,2,1,0,0,0,0,2,1,0,5,1,4,0,0,2,0,1,0,0,2,1,0,0,0
Luke Glendening,C,F,17,1,0,1,2,6,11,16,-56,-49,-1,113,89,38,61,6,91,61,27,22,2,1,187.6,0.6,26,36.14072495,54.05117271,90.19189765,28.46481876,44.13646055,72.60127932,18.55010661,31.66311301,3,4,8,58,6,99,7,138,169,58,75,10,1,0,7,5,0,1,1,0,4,4,2,0,0,1,0,2,1,0,14,4,8,0,0,14,2,5,0,0,2,0,1,0,0
Luke Schenn,D,D,6,1,0,1,2,0,1,15,1,0,-3,84,58,23,23,6,0,0,10,9,1,0,94.1,3.35,25,53.56004251,52.92242295,106.4824655,36.98193411,36.98193411,73.96386823,26.78002125,26.1424017,9,2,3,42,4,41,7,58,83,42,40,8,0,0,0,1,0,0,0,0,2,4,2,0,0,0,0,0,0,0,4,0,3,0,0,3,1,1,1,0,2,1,1,0,0
Magnus Paajarvi,RL,F,7,1,1,0,2,8,12,24,8,16,2,93,73,38,26,3,0,0,6,4,0,1,90.7,0.7,24,61.52149945,56.22932745,117.7508269,48.29106946,37.70672547,85.99779493,37.70672547,27.78390298,2,7,14,57,2,42,0,57,85,43,36,22,1,1,15,10,1,1,2,2,14,5,1,0,1,0,0,3,2,0,18,10,9,2,1,9,4,5,0,0,1,1,0,0,0
Marc Methot,D,D,9,1,0,0,1,0,2,14,-18,-22,-3,124,86,42,44,7,0,0,15,9,4,1,143.4,4.9,30,51.88284519,59.41422594,111.2970711,35.9832636,45.18828452,81.17154812,28.0334728,34.30962343,2,2,9,67,5,82,8,108,142,56,71,12,1,1,0,8,0,1,0,0,4,5,3,0,1,0,0,0,0,0,13,1,8,0,0,8,2,6,0,1,2,1,2,0,0
Marc Staal,D,D,15,1,1,3,5,0,1,21,-46,-21,5,192,149,42,71,19,0,0,12,14,2,1,248.1,7,28,46.43288996,57.55743652,103.9903265,36.03385732,41.11245466,77.14631197,25.3929867,28.77871826,9,2,9,105,12,119,7,170,238,91,112,18,1,3,0,10,0,1,0,0,10,4,4,0,0,0,1,0,0,0,18,4,9,0,1,8,3,4,1,2,4,1,3,0,1
Marc-Andre Gragnani,D,D,2,0,0,0,0,0,0,2,2,-1,0,14,10,6,4,0,0,0,1,0,0,0,19.4,0.575,28,43.29896907,37.11340206,80.41237113,30.92783505,34.02061856,64.94845361,21.64948454,27.83505155,1,1,0,7,0,9,0,11,12,3,9,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8,1,5,0,0,1,1,0,0,0,0,0,0,0,0
Marc-Edouard Vlasic,D,D,21,4,2,2,8,4,17,71,55,54,5,331,254,98,108,22,0,1,15,45,1,2,368.4,4.25,28,53.90879479,44.95114007,98.85993485,41.36807818,32.5732899,73.94136808,30.13029316,23.77850163,21,16,30,185,18,146,13,200,276,160,125,64,4,3,10,27,2,4,2,0,30,19,15,0,1,2,1,1,0,0,29,6,11,2,2,30,10,16,1,1,8,1,5,0,0
